,Name,Category,Record,Style
470,JESSE RONSON,Lightweight,21-11-0 (W-L-D),Boxer
471,PHIL ROWE,Welterweight,9-3-0 (W-L-D),Boxer
472,JAMES VICK,Welterweight,13-5-0 (W-L-D),Boxer
473,SONG YADONG,Bantamweight,19-6-1 (W-L-D),Boxer
474,PETR YAN,Bantamweight,16-3-0 (W-L-D),Boxer
475,ADRIAN YANEZ,Bantamweight,15-3-0 (W-L-D),Boxer
476,MARIYA AGAPOVA,Women's Flyweight,10-3-0 (W-L-D),Kickboxer
477,OMARI AKHMEDOV,Middleweight,21-6-1 (W-L-D),Kickboxer
478,WARLLEY ALVES,Welterweight,15-5-0 (W-L-D),Kickboxer
479,ANDREI ARLOVSKI,Heavyweight,34-20-0 (W-L-D),Kickboxer
480,MODESTAS BUKAUSKAS,Light Heavyweight,11-5-0 (W-L-D),Kickboxer
481,BETHE CORREIA,Women's Bantamweight,11-6-1 (W-L-D),Kickboxer
482,BATGEREL DANAA,Bantamweight,12-3-0 (W-L-D),Kickboxer
483,YORGAN DE CASTRO,Heavyweight,6-3-0 (W-L-D),Kickboxer
484,BLOOD DIAMOND,Welterweight,3-1-0 (W-L-D),Kickboxer
485,JAMALL EMMERS,Featherweight,18-6-0 (W-L-D),Kickboxer
486,KAI KARA FRANCE,Flyweight,24-9-0 (W-L-D),Kickboxer
487,MALCOLM GORDON,Flyweight,14-5-0 (W-L-D),Kickboxer
488,MAX GRIFFIN,Welterweight,18-9-0 (W-L-D),Kickboxer
489,HOLLY HOLM,Women's Bantamweight,14-5-0 (W-L-D),Kickboxer
490,CHAN SUNG JUNG,Featherweight,17-7-0 (W-L-D),Kickboxer
491,KYUNG HO KANG,Bantamweight,17-9-0 (W-L-D),Kickboxer
492,SYURI KONDO,Women's Strawweight,6-3-0 (W-L-D),Kickboxer
493,YANCY MEDEIROS,Lightweight,15-8-0 (W-L-D),Kickboxer
494,ALEX MORONO,Welterweight,21-7-0 (W-L-D),Kickboxer
495,NIKOLAS MOTTA,Lightweight,1-1-0 (W-L-D),Kickboxer
496,LERONE MURPHY,Featherweight,11-0-1 (W-L-D),Kickboxer
497,ALEX PEREIRA,Middleweight,2-0-0 (W-L-D),Kickboxer
498,MAKI PITOLO,Middleweight,13-9-0 (W-L-D),Kickboxer
499,KARL ROBERSON,Light Heavyweight,9-5-0 (W-L-D),Kickboxer
500,JESSE RONSON,Lightweight,21-11-0 (W-L-D),Kickboxer
501,MARTIN SANO,Welterweight,4-3-1 (W-L-D),Kickboxer
502,ALJAMAIN STERLING,Bantamweight,21-3-0 (W-L-D),Kickboxer
503,NIKLAS STOLZE,Welterweight,0-2-0 (W-L-D),Kickboxer
504,STEPHEN THOMPSON,Welterweight,16-6-1 (W-L-D),Kickboxer
505,TECIA TORRES,Women's Strawweight,13-6-0 (W-L-D),Kickboxer
506,FRANCISCO TRINALDO,Welterweight,28-8-0 (W-L-D),Kickboxer
507,ARMAN TSARUKYAN,Lightweight,18-2-0 (W-L-D),Kickboxer
508,CARLOS ULBERG,Light Heavyweight,6-1-0 (W-L-D),Kickboxer
509,EDDIE WINELAND,Bantamweight,24-15-1 (W-L-D),Kickboxer
510,FARÈS ZIAM,Lightweight,12-4-0 (W-L-D),Kickboxer
511,ALATENGHEILI,Bantamweight,15-8-1 (W-L-D),Wrestling
512,DEREK BRUNSON,Middleweight,23-8-0 (W-L-D),Wrestling
513,GILBERT BURNS,Welterweight,20-5-0 (W-L-D),Wrestling
514,JP BUYS,Bantamweight,9-4-0 (W-L-D),Wrestling
515,HENRY CEJUDO,Bantamweight,16-2-0 (W-L-D),Wrestling
516,MICHAEL CHIESA,Welterweight,18-6-0 (W-L-D),Wrestling
517,LOUIS COSCE,Welterweight,7-1-0 (W-L-D),Wrestling
518,COLBY COVINGTON,Welterweight,17-3-0 (W-L-D),Wrestling
519,PATRICK CUMMINS,Light Heavyweight,10-7-0 (W-L-D),Wrestling
520,RAMAZAN EMEEV,Welterweight,20-5-0 (W-L-D),Wrestling
521,JUAN ESPINO,Heavyweight,11-2-0 (W-L-D),Wrestling
522,JIMMY FLICK,Flyweight,16-5-0 (W-L-D),Wrestling
523,MATEUSZ GAMROT,Lightweight,20-1-0 (W-L-D),Wrestling
524,SHAMIL GAMZATOV,Light Heavyweight,14-1-0 (W-L-D),Wrestling
525,KELVIN GASTELUM,Middleweight,17-8-0 (W-L-D),Wrestling
526,PHIL HAWES,Middleweight,11-3-0 (W-L-D),Wrestling
527,IAN HEINISCH,Middleweight,14-5-0 (W-L-D),Wrestling
528,VICTOR HENRY,Bantamweight,22-5-0 (W-L-D),Wrestling
529,LI JINGLIANG,Welterweight,18-7-0 (W-L-D),Wrestling
530,MICHAEL JOHNSON,Lightweight,20-17-0 (W-L-D),Wrestling
531,KYUNG HO KANG,Bantamweight,17-9-0 (W-L-D),Wrestling
532,ILIR LATIFI,Heavyweight,16-8-1 (W-L-D),Wrestling
533,KEVIN LEE,Welterweight,18-7-0 (W-L-D),Wrestling
534,NIK LENTZ,Featherweight,30-12-2 (W-L-D),Wrestling
535,TUCKER LUTZ,Featherweight,12-2-0 (W-L-D),Wrestling
536,MARK MADSEN,Lightweight,12-0-0 (W-L-D),Wrestling
537,NATE MANESS,Bantamweight,14-1-0 (W-L-D),Wrestling
538,RANDA MARKOS,Women's Strawweight,11-12-1 (W-L-D),Wrestling
539,ALTON MEEKS,Heavyweight,3-0-0 (W-L-D),Wrestling
540,JIM MILLER,Lightweight,34-16-0 (W-L-D),Wrestling
541,VINCE MORALES,Bantamweight,11-6-0 (W-L-D),Wrestling
542,KRIS MOUTINHO,Bantamweight,9-6-0 (W-L-D),Wrestling
543,KANAKO MURATA,Women's Strawweight,12-2-0 (W-L-D),Wrestling
544,ISMAIL NAURDIEV,Welterweight,19-4-0 (W-L-D),Wrestling
545,DOMINGO PILARTE,Bantamweight,8-3-0 (W-L-D),Wrestling
546,GAETANO PIRRELLO,Bantamweight,15-7-1 (W-L-D),Wrestling
547,CHANCE RENCOUNTRE,Welterweight,14-4-0 (W-L-D),Wrestling
548,JACOB ROSALES,Lightweight,11-5-0 (W-L-D),Wrestling
549,RICHIE SANTIAGO,Bantamweight,7-1-0 (W-L-D),Wrestling
550,LIUDVIK SHOLINIAN,Bantamweight,9-3-0 (W-L-D),Wrestling
551,RICKY SIMON,Bantamweight,19-3-0 (W-L-D),Wrestling
552,DERON WINN,Middleweight,7-2-0 (W-L-D),Wrestling
553,AMIR ALBAZI,Flyweight,14-1-0 (W-L-D),Jiu-Jitsu
554,JOSÉ ALDO,Bantamweight,31-7-0 (W-L-D),Jiu-Jitsu
555,RAONI BARCELOS,Bantamweight,16-3-0 (W-L-D),Jiu-Jitsu
556,JOSEPH BENAVIDEZ,Flyweight,28-8-0 (W-L-D),Jiu-Jitsu
557,ERIN BLANCHFIELD,Women's Flyweight,7-1-0 (W-L-D),Jiu-Jitsu
558,MARTIN BUDAY,Heavyweight,2-0-0 (W-L-D),Jiu-Jitsu
559,FELIPE COLARES,Featherweight,10-3-0 (W-L-D),Jiu-Jitsu
560,TRISTAN CONNELLY,Featherweight,14-8-0 (W-L-D),Jiu-Jitsu
561,ZAK CUMMINGS,Middleweight,24-7-0 (W-L-D),Jiu-Jitsu
562,FRANCISCO FIGUEIREDO,Flyweight,13-4-1 (W-L-D),Jiu-Jitsu
563,CHRIS FISHGOLD,Featherweight,18-4-1 (W-L-D),Jiu-Jitsu
564,JIMMY FLICK,Flyweight,16-5-0 (W-L-D),Jiu-Jitsu
565,JUSSIER FORMIGA,Flyweight,23-8-0 (W-L-D),Jiu-Jitsu
566,CLAUDIA GADELHA,Women's Strawweight,18-5-0 (W-L-D),Jiu-Jitsu
567,MELISSA GATTO,Women's Flyweight,8-1-2 (W-L-D),Jiu-Jitsu
568,MALCOLM GORDON,Flyweight,14-5-0 (W-L-D),Jiu-Jitsu
569,CHRIS GRUETZEMACHER,Lightweight,15-5-0 (W-L-D),Jiu-Jitsu
570,JOSEPH HOLMES,Middleweight,7-2-0 (W-L-D),Jiu-Jitsu
571,HARRY HUNSUCKER,Heavyweight,7-4-0 (W-L-D),Jiu-Jitsu
572,DAN IGE,Featherweight,15-5-0 (W-L-D),Jiu-Jitsu
573,VIRNA JANDIROBA,Women's Strawweight,17-3-0 (W-L-D),Jiu-Jitsu
574,GIACOMO LEMOS,Heavyweight,6-0-0 (W-L-D),Jiu-Jitsu
575,AUSTIN LINGO,Featherweight,9-1-0 (W-L-D),Jiu-Jitsu
576,DEMIAN MAIA,Welterweight,28-11-0 (W-L-D),Jiu-Jitsu
577,ANTHONY ROCCO MARTIN,Welterweight,17-6-0 (W-L-D),Jiu-Jitsu
578,MIRANDA MAVERICK,Women's Flyweight,12-4-0 (W-L-D),Jiu-Jitsu
579,JIM MILLER,Lightweight,34-16-0 (W-L-D),Jiu-Jitsu
580,RENATO MOICANO,Lightweight,16-5-1 (W-L-D),Jiu-Jitsu
581,BRANDON MORENO,Flyweight,19-6-2 (W-L-D),Jiu-Jitsu
582,RODRIGO NASCIMENTO FERREIRA,Heavyweight,9-1-0 (W-L-D),Jiu-Jitsu
583,JOURNEY NEWSON,Bantamweight,10-3-0 (W-L-D),Jiu-Jitsu
584,ALEKSEI OLEINIK,Heavyweight,60-16-1 (W-L-D),Jiu-Jitsu
585,CHARLES OLIVEIRA,Lightweight,33-8-0 (W-L-D),Jiu-Jitsu
586,JULIANNA PEÑA,Women's Bantamweight,12-4-0 (W-L-D),Jiu-Jitsu
587,PADDY PIMBLETT,Lightweight,18-3-0 (W-L-D),Jiu-Jitsu
588,DUSTIN POIRIER,Lightweight,28-7-0 (W-L-D),Jiu-Jitsu
589,RICARDO PRASEL,Heavyweight,9-2-0 (W-L-D),Jiu-Jitsu
590,DAVI RAMOS,Lightweight,10-4-0 (W-L-D),Jiu-Jitsu
591,RICARDO RAMOS,Featherweight,15-4-0 (W-L-D),Jiu-Jitsu
592,MARION RENEAU,Women's Bantamweight,9-8-1 (W-L-D),Jiu-Jitsu
593,ROOSEVELT ROBERTS,Lightweight,10-3-0 (W-L-D),Jiu-Jitsu
594,PETE RODRIGUEZ,Welterweight,4-1-0 (W-L-D),Jiu-Jitsu
595,PHIL ROWE,Welterweight,9-3-0 (W-L-D),Jiu-Jitsu
596,LEONARDO SANTOS,Lightweight,18-6-1 (W-L-D),Jiu-Jitsu
597,CLAUDIO SILVA,Welterweight,14-3-0 (W-L-D),Jiu-Jitsu
598,JOAQUIM SILVA,Lightweight,11-4-0 (W-L-D),Jiu-Jitsu
599,FRANCISCO TRINALDO,Welterweight,28-8-0 (W-L-D),Jiu-Jitsu
600,GAVIN TUCKER,Featherweight,13-2-0 (W-L-D),Jiu-Jitsu
601,WELLINGTON TURMAN,Middleweight,18-5-0 (W-L-D),Jiu-Jitsu
602,POLYANA VIANA,Women's Strawweight,12-4-0 (W-L-D),Jiu-Jitsu
603,ARMANDO VILLARREAL,Bantamweight,5-1-0 (W-L-D),Jiu-Jitsu
604,ASHLEY YODER,Women's Strawweight,8-8-0 (W-L-D),Jiu-Jitsu
605,ABDUL RAZAK ALHASSAN,Middleweight,11-5-0 (W-L-D),Muay Thai
606,THOMAS ALMEIDA,Bantamweight,22-5-0 (W-L-D),Muay Thai
607,JESSICA ANDRADE,Women's Strawweight,23-9-0 (W-L-D),Muay Thai
608,PETER BARRETT,Featherweight,11-5-0 (W-L-D),Muay Thai
609,ALAN BAUDOT,Heavyweight,8-4-0 (W-L-D),Muay Thai
610,RYAN BENOIT,Flyweight,10-8-0 (W-L-D),Muay Thai
611,ARIANE CARNELOSSI,Women's Strawweight,14-3-0 (W-L-D),Muay Thai
612,LUANA CAROLINA,Women's Flyweight,8-3-0 (W-L-D),Muay Thai
613,DONALD CERRONE,Welterweight,36-16-0 (W-L-D),Muay Thai
614,SEUNGWOO CHOI,Featherweight,10-4-0 (W-L-D),Muay Thai
615,BRANDON DAVIS,Bantamweight,14-9-0 (W-L-D),Muay Thai
616,ALEXIS DAVIS,Women's Bantamweight,21-11-0 (W-L-D),Muay Thai
617,HAKEEM DAWODU,Featherweight,13-2-1 (W-L-D),Muay Thai
618,GLORIA DE PAULA,Women's Strawweight,6-4-0 (W-L-D),Muay Thai
619,GERMAINE DE RANDAMIE,Women's Bantamweight,10-4-0 (W-L-D),Muay Thai
620,TJ DILLASHAW,Bantamweight,18-4-0 (W-L-D),Muay Thai
621,ANDERSON DOS SANTOS,Bantamweight,21-9-0 (W-L-D),Muay Thai
622,JOHNNY EDUARDO,Bantamweight,28-13-0 (W-L-D),Muay Thai
623,DEIVESON FIGUEIREDO,Flyweight,21-2-1 (W-L-D),Muay Thai
624,FRANCISCO FIGUEIREDO,Flyweight,13-4-1 (W-L-D),Muay Thai
625,RAFAEL FIZIEV,Lightweight,11-1-0 (W-L-D),Muay Thai
626,CIRYL GANE,Heavyweight,10-1-0 (W-L-D),Muay Thai
627,TRESEAN GORE,Middleweight,4-1-0 (W-L-D),Muay Thai
628,DWIGHT GRANT,Welterweight,11-5-0 (W-L-D),Muay Thai
629,URIAH HALL,Middleweight,18-10-0 (W-L-D),Muay Thai
630,NASRAT HAQPARAST,Lightweight,13-5-0 (W-L-D),Muay Thai
631,ANGELA HILL,Women's Strawweight,13-11-0 (W-L-D),Muay Thai
632,MAX HOLLOWAY,Featherweight,23-6-0 (W-L-D),Muay Thai
633,LIANA JOJUA,Women's Flyweight,8-5-0 (W-L-D),Muay Thai
634,JUSTINE KISH,Women's Flyweight,7-4-0 (W-L-D),Muay Thai
635,ANDREA LEE,Women's Flyweight,13-5-0 (W-L-D),Muay Thai
636,GIACOMO LEMOS,Heavyweight,6-0-0 (W-L-D),Muay Thai
637,AMANDA LEMOS,Women's Strawweight,11-2-1 (W-L-D),Muay Thai
638,DALCHA LUNGIAMBULA,Middleweight,11-4-0 (W-L-D),Muay Thai
639,VICENTE LUQUE,Welterweight,21-8-1 (W-L-D),Muay Thai
640,JENNIFER MAIA,Women's Flyweight,19-9-1 (W-L-D),Muay Thai
641,MIRANDA MAVERICK,Women's Flyweight,12-4-0 (W-L-D),Muay Thai
642,SHEYMON MORAES,Featherweight,11-4-0 (W-L-D),Muay Thai
643,PEDRO MUNHOZ,Bantamweight,19-7-0 (W-L-D),Muay Thai
644,JOSIANE NUNES,Women's Featherweight,9-1-0 (W-L-D),Muay Thai
645,MARIA OLIVEIRA,Women's Strawweight,12-5-0 (W-L-D),Muay Thai
646,ALEX OLIVEIRA,Welterweight,22-12-1 (W-L-D),Muay Thai
647,RAULIAN PAIVA,Bantamweight,21-4-0 (W-L-D),Muay Thai
648,JONNY PARSONS,Welterweight,8-2-0 (W-L-D),Muay Thai
649,ARMEN PETROSYAN,Middleweight,7-1-0 (W-L-D),Muay Thai
650,AARON PHILLIPS,Bantamweight,12-4-0 (W-L-D),Muay Thai
651,GRIGORY POPOV,Bantamweight,13-3-0 (W-L-D),Muay Thai
652,JIRI PROCHAZKA,Light Heavyweight,28-3-1 (W-L-D),Muay Thai
653,CLAUDIO PUELLES,Lightweight,13-2-0 (W-L-D),Muay Thai
654,MARCO POLO REYES,Lightweight,8-8-0 (W-L-D),Muay Thai
655,MARINA RODRIGUEZ,Women's Strawweight,16-1-2 (W-L-D),Muay Thai
656,MIKE RODRIGUEZ,Light Heavyweight,11-7-0 (W-L-D),Muay Thai
657,VICTOR RODRIGUEZ,Flyweight,7-4-0 (W-L-D),Muay Thai
658,KAROL ROSA,Women's Bantamweight,15-4-0 (W-L-D),Muay Thai
659,DUDA SANTANA,Women's Bantamweight,3-1-0 (W-L-D),Muay Thai
660,TAILA SANTOS,Women's Flyweight,19-1-0 (W-L-D),Muay Thai
661,VALENTINA SHEVCHENKO,Women's Flyweight,22-3-0 (W-L-D),Muay Thai
662,ANTONINA SHEVCHENKO,Women's Flyweight,9-4-0 (W-L-D),Muay Thai
663,DOUGLAS SILVA DE ANDRADE,Bantamweight,28-4-0 (W-L-D),Muay Thai
664,DUSTIN STOLTZFUS,Middleweight,13-4-0 (W-L-D),Muay Thai
665,DARREN TILL,Middleweight,18-4-1 (W-L-D),Muay Thai
666,ANTONIO TROCOLI,Light Heavyweight,10-3-0 (W-L-D),Muay Thai
667,JOANNE WOOD,Women's Flyweight,15-8-0 (W-L-D),Muay Thai
668,ASHLEY YODER,Women's Strawweight,8-8-0 (W-L-D),Muay Thai
669,ZHANG WEILI,Women's Strawweight,21-3-0 (W-L-D),Muay Thai
670,IRENE ALDANA,Women's Bantamweight,13-6-0 (W-L-D),Striker
671,JJ ALDRICH,Women's Flyweight,11-4-0 (W-L-D),Striker
672,VICTOR ALTAMIRANO,Flyweight,1-1-0 (W-L-D),Striker
673,JOEL ÁLVAREZ,Lightweight,19-3-0 (W-L-D),Striker
674,NINA ANSAROFF,Women's Strawweight,10-7-0 (W-L-D),Striker
675,ANTONIO ARROYO,Middleweight,9-5-0 (W-L-D),Striker
676,ABU AZAITAR,Middleweight,14-3-1 (W-L-D),Striker
677,BRYAN BARBERENA,Welterweight,17-8-0 (W-L-D),Striker
678,EDSON BARBOZA,Featherweight,22-11-0 (W-L-D),Striker
679,MARC-ANDRE BARRIAULT,Middleweight,14-5-0 (W-L-D),Striker
680,JAVID BASHARAT,Bantamweight,12-0-0 (W-L-D),Striker
681,DIANA BELBITA,Women's Strawweight,14-7-0 (W-L-D),Striker
682,GABRIEL BENITEZ,Featherweight,22-11-0 (W-L-D),Striker
683,VIACHESLAV BORSHCHEV,Lightweight,6-2-0 (W-L-D),Striker
684,MIKE BREEDEN,Lightweight,10-5-0 (W-L-D),Striker
685,JOANDERSON BRITO,Featherweight,13-3-1 (W-L-D),Striker
686,GUIDO CANNETTI,Bantamweight,9-7-0 (W-L-D),Striker
687,JARED CANNONIER,Middleweight,15-5-0 (W-L-D),Striker
688,PAULO COSTA,Light Heavyweight,13-2-0 (W-L-D),Striker
689,HAKEEM DAWODU,Featherweight,13-2-1 (W-L-D),Striker
690,MARCOS ROGERIO DE LIMA,Heavyweight,19-9-1 (W-L-D),Striker
691,NATE DIAZ,Welterweight,21-13-0 (W-L-D),Striker
692,SHANA DOBSON,Women's Flyweight,4-5-0 (W-L-D),Striker
693,CODY DURDEN,Flyweight,12-4-1 (W-L-D),Striker
694,JOSELYNE EDWARDS,Women's Bantamweight,8-1-0 (W-L-D),Striker
695,JULIAN EROSA,Featherweight,27-10-0 (W-L-D),Striker
696,JESSICA EYE,Women's Flyweight,15-10-0 (W-L-D),Striker
697,CARLOS FELIPE,Heavyweight,11-2-0 (W-L-D),Striker
698,AJ FLETCHER,Welterweight,9-1-0 (W-L-D),Striker
699,ROB FONT,Bantamweight,19-6-0 (W-L-D),Striker
700,MAURICE GREENE,Heavyweight,9-7-0 (W-L-D),Striker
701,MAXIM GRISHIN,Heavyweight,32-9-2 (W-L-D),Striker
702,ALEXANDER GUSTAFSSON,Heavyweight,18-7-0 (W-L-D),Striker
703,GREG HARDY,Heavyweight,7-5-0 (W-L-D),Striker
704,ANTHONY HERNANDEZ,Middleweight,9-2-0 (W-L-D),Striker
705,NASSOURDINE IMAVOV,Middleweight,11-3-0 (W-L-D),Striker
706,MIKE JACKSON,Welterweight,1-1-0 (W-L-D),Striker
707,BRANDON JENKINS,Lightweight,15-9-0 (W-L-D),Striker
708,CHARLES JOURDAIN,Featherweight,13-4-1 (W-L-D),Striker
709,SILVANA JUAREZ,Women's Strawweight,6-4-0 (W-L-D),Striker
710,SONG KENAN,Welterweight,18-6-0 (W-L-D),Striker
711,DANIEL DA SILVA,Flyweight,11-3-0 (W-L-D),Striker
712,LINA LANSBERG,Women's Bantamweight,10-6-0 (W-L-D),Striker
713,NATAN LEVY,Lightweight,7-1-0 (W-L-D),Striker
714,JOHN LINEKER,Bantamweight,31-9-0 (W-L-D),Striker
715,PHILIPE LINS,Light Heavyweight,15-5-0 (W-L-D),Striker
716,ARIANE LIPSKI,Women's Flyweight,14-7-0 (W-L-D),Striker
717,LOMA LOOKBOONMEE,Women's Strawweight,6-3-0 (W-L-D),Striker
718,GUSTAVO LOPEZ,Bantamweight,12-6-1 (W-L-D),Striker
719,JENNIFER MAIA,Women's Flyweight,19-9-1 (W-L-D),Striker
720,JOHN MAKDESSI,Lightweight,18-7-0 (W-L-D),Striker
721,JIMI MANUWA,Light Heavyweight,17-6-0 (W-L-D),Striker
722,SABINA MAZO,Women's Flyweight,9-4-0 (W-L-D),Striker
723,TIM MEANS,Welterweight,32-12-1 (W-L-D),Striker
724,MICHAEL MORALES,Welterweight,13-0-0 (W-L-D),Striker
725,OMAR ANTONIO MORALES FERRER,Lightweight,11-2-0 (W-L-D),Striker
726,ALLAN NASCIMENTO,Flyweight,18-6-0 (W-L-D),Striker
727,GEOFF NEAL,Welterweight,14-4-0 (W-L-D),Striker
728,FRANCIS NGANNOU,Heavyweight,17-3-0 (W-L-D),Striker
729,ISTELA NUNES,Women's Strawweight,6-3-0 (W-L-D),Striker
730,AMANDA NUNES,Women's Bantamweight,21-5-0 (W-L-D),Striker
731,VOLKAN OEZDEMIR,Light Heavyweight,17-6-0 (W-L-D),Striker
732,SAIMON OLIVEIRA,Bantamweight,18-4-0 (W-L-D),Striker
733,DAVID ONAMA,Featherweight,1-1-0 (W-L-D),Striker
734,BRIAN ORTEGA,Featherweight,15-2-0 (W-L-D),Striker
735,ODE' OSBOURNE,Flyweight,10-4-0 (W-L-D),Striker
736,JOSH PARISIAN,Heavyweight,14-5-0 (W-L-D),Striker
737,MICHEL PEREIRA,Welterweight,27-11-0 (W-L-D),Striker
738,MIKE PERRY,Welterweight,14-8-0 (W-L-D),Striker
739,JOHN PHILLIPS,Middleweight,22-11-0 (W-L-D),Striker
740,SANTIAGO PONZINIBBIO,Welterweight,29-5-0 (W-L-D),Striker
741,ELISE REED,Women's Strawweight,5-1-0 (W-L-D),Striker
742,BRAD RIDDELL,Lightweight,10-2-0 (W-L-D),Striker
743,DANNY ROBERTS,Welterweight,18-6-0 (W-L-D),Striker
744,PIERA RODRIGUEZ,Women's Strawweight,2-0-0 (W-L-D),Striker
745,RONG ZHU,Lightweight,21-5-0 (W-L-D),Striker
746,LUIS SALDANA,Featherweight,16-7-0 (W-L-D),Striker
747,THIAGO SANTOS,Light Heavyweight,22-10-0 (W-L-D),Striker
748,TAKASHI SATO,Welterweight,16-5-0 (W-L-D),Striker
749,MATT SAYLES,Lightweight,8-4-0 (W-L-D),Striker
750,LEON SHAHBAZYAN,Welterweight,7-1-0 (W-L-D),Striker
751,MAYRA BUENO SILVA,Women's Bantamweight,8-2-1 (W-L-D),Striker
752,BRUNO SILVA,Middleweight,22-7-0 (W-L-D),Striker
753,DARKO STOSIC,Light Heavyweight,13-4-0 (W-L-D),Striker
754,SUMUDAERJI,Flyweight,16-4-0 (W-L-D),Striker
755,JUSTIN TAFA,Heavyweight,5-3-0 (W-L-D),Striker
756,DANIEL TEYMUR,Featherweight,7-4-0 (W-L-D),Striker
757,DENIS TIULIULIN,Middleweight,10-6-0 (W-L-D),Striker
758,ZUBAIRA TUKHUGOV,Featherweight,20-5-1 (W-L-D),Striker
759,IKE VILLANUEVA,Light Heavyweight,18-14-0 (W-L-D),Striker
760,BROK WEAVER,Lightweight,15-6-0 (W-L-D),Striker
761,JEREMIAH WELLS,Welterweight,10-2-0 (W-L-D),Striker
762,YAN XIAONAN,Women's Strawweight,15-3-0 (W-L-D),Striker
763,HU YAOZONG,Middleweight,3-3-0 (W-L-D),Striker
764,PAUL CRAIG,Light Heavyweight,16-4-1 (W-L-D),Kung-Fu
765,JUAN ADAMS,Heavyweight,5-3-0 (W-L-D),MMA
766,ZARRUKH ADASHEV,Flyweight,4-3-0 (W-L-D),MMA
767,KEVIN AGUILAR,Featherweight,17-5-0 (W-L-D),MMA
768,BILL ALGEO,Featherweight,15-6-0 (W-L-D),MMA
769,ARNOLD ALLEN,Featherweight,18-1-0 (W-L-D),MMA
770,BRENDAN ALLEN,Middleweight,18-5-0 (W-L-D),MMA
771,RAFAEL ALVES,Lightweight,20-10-0 (W-L-D),MMA
772,SAM ALVEY,Light Heavyweight,33-17-1 (W-L-D),MMA
773,ALEN AMEDOVSKI,Middleweight,8-2-0 (W-L-D),MMA
774,ERYK ANDERS,Middleweight,14-5-0 (W-L-D),MMA
775,MEGAN ANDERSON,Women's Featherweight,11-5-0 (W-L-D),MMA
776,MAGOMED ANKALAEV,Light Heavyweight,17-1-0 (W-L-D),MMA
777,VIVIANE ARAUJO,Women's Flyweight,10-3-0 (W-L-D),MMA
778,ASKAR ASKAR,Featherweight,11-1-0 (W-L-D),MMA
779,BEN ASKREN,Welterweight,19-2-0 (W-L-D),MMA
780,HUNTER AZURE,Bantamweight,9-2-0 (W-L-D),MMA
781,MIGUEL BAEZA,Welterweight,10-3-0 (W-L-D),MMA
782,MELSIK BAGHDASARYAN,Featherweight,3-0-0 (W-L-D),MMA
783,DANILO BELLUARDO,Lightweight,12-5-0 (W-L-D),MMA
784,KENNETH BERGH,Light Heavyweight,6-0-0 (W-L-D),MMA
785,JAN BŁACHOWICZ,Light Heavyweight,28-9-0 (W-L-D),MMA
786,CURTIS BLAYDES,Heavyweight,16-3-0 (W-L-D),MMA
787,DENYS BONDAR,Flyweight,16-4-0 (W-L-D),MMA
788,RAY BORG,Bantamweight,13-5-0 (W-L-D),MMA
789,CAIO BORRALHO,Middleweight,11-1-0 (W-L-D),MMA
790,POLIANA BOTELHO,Women's Flyweight,8-4-0 (W-L-D),MMA
791,RAMIZ BRAHIMAJ,Welterweight,10-4-0 (W-L-D),MMA
792,TJ BROWN,Lightweight,16-8-0 (W-L-D),MMA
793,SHANE BURGOS,Featherweight,14-3-0 (W-L-D),MMA
794,VINCE CACHERO,Bantamweight,7-4-0 (W-L-D),MMA
795,ALEKSA CAMUR,Light Heavyweight,6-2-0 (W-L-D),MMA
796,CORTNEY CASEY,Women's Flyweight,10-9-0 (W-L-D),MMA
797,JOHN CASTANEDA,Bantamweight,19-5-0 (W-L-D),MMA
798,DANNY CHAVEZ,Featherweight,11-4-1 (W-L-D),MMA
799,MACY CHIASSON,Women's Featherweight,9-2-0 (W-L-D),MMA
800,SEUNGWOO CHOI,Featherweight,10-4-0 (W-L-D),MMA
801,KATLYN CHOOKAGIAN,Women's Flyweight,17-4-0 (W-L-D),MMA
802,TRACY CORTEZ,Women's Flyweight,10-1-0 (W-L-D),MMA
803,ORION COSCE,Welterweight,7-1-0 (W-L-D),MMA
804,ALLEN CROWDER,Heavyweight,10-4-0 (W-L-D),MMA
805,JIMMY CRUTE,Light Heavyweight,12-3-0 (W-L-D),MMA
806,AALON CRUZ,Lightweight,8-4-0 (W-L-D),MMA
807,CHRIS CURTIS,Middleweight,28-8-0 (W-L-D),MMA
808,NICOLAS DALBY,Welterweight,16-3-1 (W-L-D),MMA
809,BENEIL DARIUSH,Lightweight,21-4-1 (W-L-D),MMA
810,MIKE DAVIS,Lightweight,9-2-0 (W-L-D),MMA
811,JACK DELLA MADDALENA,Welterweight,11-2-0 (W-L-D),MMA
812,ALESSIO DI CHIRICO,Middleweight,13-6-0 (W-L-D),MMA
813,ROMAN DOLIDZE,Middleweight,9-1-0 (W-L-D),MMA
814,ELIZEU DOS SANTOS,Welterweight,23-7-0 (W-L-D),MMA
815,DRICUS DU PLESSIS,Middleweight,16-2-0 (W-L-D),MMA
816,ALBERT DURAEV,Middleweight,15-3-0 (W-L-D),MMA
817,DAVID DVORAK,Flyweight,20-4-0 (W-L-D),MMA
818,LEON EDWARDS,Welterweight,19-3-0 (W-L-D),MMA
819,STEPHANIE EGGER,Women's Bantamweight,7-2-0 (W-L-D),MMA
820,CAMERON ELSE,Bantamweight,10-6-0 (W-L-D),MMA
